no,refer,ID,references,country,latitude,longitude,family,genus,specificEpithet
564,gbif,4044886353,http://nsii.org.cn/2017/specimen.php?id=16959720,China,28.37,87.77,Leucobryaceae,Leucobryum,
565,gbif,4044866147,http://www.nsii.org.cn/2017/specimen.php?id=15721648,China,32.1,114.12,Leucobryaceae,Leucobryum,
566,gbif,4044865937,http://nsii.org.cn/2017/specimen.php?id=15708135,China,27.92,116.77,Leucobryaceae,Leucobryum,
567,gbif,4044865936,http://nsii.org.cn/2017/specimen.php?id=15708102,China,28.55,115.93,Leucobryaceae,Leucobryum,
568,gbif,4044846901,http://www.nsii.org.cn/2017/specimen.php?id=14932474,China,28.88,107.6,Leucobryaceae,Leucobryum,
569,gbif,4044846900,http://www.nsii.org.cn/2017/specimen.php?id=14932386,China,25.83,107.53,Leucobryaceae,Leucobryum,
570,gbif,4044846898,http://www.nsii.org.cn/2017/specimen.php?id=14932342,China,27.52,108.23,Leucobryaceae,Leucobryum,
571,gbif,4044846897,http://www.nsii.org.cn/2017/specimen.php?id=14932320,China,27.52,108.23,Leucobryaceae,Leucobryum,
572,gbif,4044846896,http://www.nsii.org.cn/2017/specimen.php?id=14932298,China,27.52,108.23,Leucobryaceae,Leucobryum,
573,gbif,4044846895,http://www.nsii.org.cn/2017/specimen.php?id=14932155,China,26.5,107.58,Leucobryaceae,Leucobryum,
574,gbif,4044846894,http://www.nsii.org.cn/2017/specimen.php?id=14932056,China,28.32,106.22,Leucobryaceae,Leucobryum,
575,gbif,4044846893,http://www.nsii.org.cn/2017/specimen.php?id=14932045,China,28.57,108.5,Leucobryaceae,Leucobryum,
576,gbif,4044846892,http://www.nsii.org.cn/2017/specimen.php?id=14932034,China,25.38,105.65,Leucobryaceae,Leucobryum,
577,gbif,4044843551,http://nsii.org.cn/2017/specimen.php?id=15722909,China,21.97,100.45,Leucobryaceae,Leucobryum,
578,gbif,4044843547,http://www.nsii.org.cn/2017/specimen.php?id=15721650,China,32.1,114.12,Leucobryaceae,Leucobryum,
579,gbif,4044843546,http://nsii.org.cn/2017/specimen.php?id=15721375,China,29.16,107.1,Leucobryaceae,Leucobryum,
580,gbif,4044843317,http://nsii.org.cn/2017/specimen.php?id=15708170,China,27.92,116.77,Leucobryaceae,Leucobryum,
581,gbif,4044843316,http://nsii.org.cn/2017/specimen.php?id=15708060,China,31.35,119.82,Leucobryaceae,Leucobryum,
582,gbif,4044830647,http://www.nsii.org.cn/2017/specimen.php?id=15635223,China,29.68,115.98,Leucobryaceae,Leucobryum,
583,gbif,4044816064,http://nsii.org.cn/2017/specimen.php?id=15572209,China,29.68,115.98,Leucobryaceae,Leucobryum,
584,gbif,4044816063,http://www.nsii.org.cn/2017/specimen.php?id=15572182,China,35.58,109.84,Leucobryaceae,Leucobryum,
585,gbif,4044808786,http://nsii.org.cn/2017/specimen.php?id=15076762,China,18.78,109.52,Leucobryaceae,Leucobryum,
586,gbif,4044793533,http://www.nsii.org.cn/2017/specimen.php?id=14932382,China,25.83,107.53,Leucobryaceae,Leucobryum,
587,gbif,4044793532,http://www.nsii.org.cn/2017/specimen.php?id=14932283,China,28.32,106.22,Leucobryaceae,Leucobryum,
588,gbif,4044793531,http://www.nsii.org.cn/2017/specimen.php?id=14932195,China,28.32,106.22,Leucobryaceae,Leucobryum,
589,gbif,4044793530,http://www.nsii.org.cn/2017/specimen.php?id=14932140,China,26.23,109.13,Leucobryaceae,Leucobryum,
590,gbif,4044778291,http://www.nsii.org.cn/2017/specimen.php?id=15721651,China,32.1,114.12,Leucobryaceae,Leucobryum,
591,gbif,4044778290,http://nsii.org.cn/2017/specimen.php?id=15721376,China,29.16,107.1,Leucobryaceae,Leucobryum,
592,gbif,4044778053,http://nsii.org.cn/2017/specimen.php?id=15708171,China,28.55,115.93,Leucobryaceae,Leucobryum,
593,gbif,4044778052,http://nsii.org.cn/2017/specimen.php?id=15708061,China,31.35,119.82,Leucobryaceae,Leucobryum,
594,gbif,4044777927,http://nsii.org.cn/2017/specimen.php?id=15701752,China,24.18,113.4,Leucobryaceae,Leucobryum,
595,gbif,4044763719,http://nsii.org.cn/2017/specimen.php?id=15572260,China,29.68,115.98,Leucobryaceae,Leucobryum,
596,gbif,4044753165,http://www.nsii.org.cn/2017/specimen.php?id=14932389,China,25.83,107.53,Leucobryaceae,Leucobryum,
597,gbif,4044753164,http://www.nsii.org.cn/2017/specimen.php?id=14932378,China,25.83,107.53,Leucobryaceae,Leucobryum,
598,gbif,4044753163,http://www.nsii.org.cn/2017/specimen.php?id=14932345,China,27.52,108.23,Leucobryaceae,Leucobryum,
599,gbif,4044753162,http://www.nsii.org.cn/2017/specimen.php?id=14932301,China,25.83,107.53,Leucobryaceae,Leucobryum,
600,gbif,4044753161,http://www.nsii.org.cn/2017/specimen.php?id=14932279,China,28.32,106.22,Leucobryaceae,Leucobryum,
601,gbif,4044753160,http://www.nsii.org.cn/2017/specimen.php?id=14932257,China,26.23,109.13,Leucobryaceae,Leucobryum,
602,gbif,4044753159,http://www.nsii.org.cn/2017/specimen.php?id=14932224,China,26.5,107.58,Leucobryaceae,Leucobryum,
603,gbif,4044753158,http://www.nsii.org.cn/2017/specimen.php?id=14932169,China,27.52,108.23,Leucobryaceae,Leucobryum,
604,gbif,4044753157,http://www.nsii.org.cn/2017/specimen.php?id=14932114,China,26.78,105.38,Leucobryaceae,Leucobryum,
605,gbif,4044728622,http://nsii.org.cn/2017/specimen.php?id=15722910,China,21.97,100.45,Leucobryaceae,Leucobryum,
606,gbif,4044728621,http://nsii.org.cn/2017/specimen.php?id=15722899,China,21.97,100.45,Leucobryaceae,Leucobryum,
607,gbif,4044728425,http://nsii.org.cn/2017/specimen.php?id=15708187,China,28.08,119.13,Leucobryaceae,Leucobryum,
608,gbif,4044728424,http://nsii.org.cn/2017/specimen.php?id=15708176,China,28.08,119.13,Leucobryaceae,Leucobryum,
609,gbif,4044728423,http://nsii.org.cn/2017/specimen.php?id=15708165,China,29.87,118.43,Leucobryaceae,Leucobryum,
610,gbif,4044728422,http://nsii.org.cn/2017/specimen.php?id=15708132,China,27.92,116.77,Leucobryaceae,Leucobryum,
611,gbif,4044728421,http://nsii.org.cn/2017/specimen.php?id=15708121,China,27.92,116.77,Leucobryaceae,Leucobryum,
612,gbif,4044728420,http://nsii.org.cn/2017/specimen.php?id=15708077,China,27.92,116.77,Leucobryaceae,Leucobryum,
613,gbif,4044728339,http://nsii.org.cn/2017/specimen.php?id=15701746,China,24.18,113.4,Leucobryaceae,Leucobryum,
614,gbif,4044728338,http://nsii.org.cn/2017/specimen.php?id=15701713,China,24.72,97.93,Leucobryaceae,Leucobryum,
615,gbif,4044728337,http://nsii.org.cn/2017/specimen.php?id=15701702,China,29.33,95.33,Leucobryaceae,Leucobryum,
616,gbif,4044712866,http://www.nsii.org.cn/2017/specimen.php?id=14932423,China,26.92,109.2,Leucobryaceae,Leucobryum,
617,gbif,4044712865,http://www.nsii.org.cn/2017/specimen.php?id=14932379,China,25.83,107.53,Leucobryaceae,Leucobryum,
618,gbif,4044712864,http://www.nsii.org.cn/2017/specimen.php?id=14932346,China,27.52,108.23,Leucobryaceae,Leucobryum,
619,gbif,4044712863,http://www.nsii.org.cn/2017/specimen.php?id=14932302,China,25.83,107.53,Leucobryaceae,Leucobryum,
620,gbif,4044712862,http://www.nsii.org.cn/2017/specimen.php?id=14932269,China,28.32,106.22,Leucobryaceae,Leucobryum,
621,gbif,4044712861,http://www.nsii.org.cn/2017/specimen.php?id=14932225,China,26.5,107.58,Leucobryaceae,Leucobryum,
622,gbif,4044712860,http://www.nsii.org.cn/2017/specimen.php?id=14932203,China,26.23,109.13,Leucobryaceae,Leucobryum,
623,gbif,4044712859,http://www.nsii.org.cn/2017/specimen.php?id=14932104,China,27.52,108.23,Leucobryaceae,Leucobryum,
624,gbif,4044692149,http://nsii.org.cn/2017/specimen.php?id=15722907,China,21.97,100.45,Leucobryaceae,Leucobryum,
625,gbif,4044678224,http://nsii.org.cn/2017/specimen.php?id=15635331,China,26.9,98.87,Leucobryaceae,Leucobryum,
626,gbif,4044677586,http://www.nsii.org.cn/2017/specimen.php?id=15572207,China,35.58,109.84,Leucobryaceae,Leucobryum,
627,gbif,4044677584,http://nsii.org.cn/2017/specimen.php?id=15572108,China,27.37,117.48,Leucobryaceae,Leucobryum,
628,gbif,4044659319,http://nsii.org.cn/2017/specimen.php?id=15076781,China,29.68,115.98,Leucobryaceae,Leucobryum,
629,gbif,4044628999,http://nsii.org.cn/2017/specimen.php?id=15076800,China,25.38,105.65,Leucobryaceae,Leucobryum,
630,gbif,4044628998,http://nsii.org.cn/2017/specimen.php?id=15076767,China,25.42,110.32,Leucobryaceae,Leucobryum,
631,gbif,4044627077,http://www.nsii.org.cn/2017/specimen.php?id=14932417,China,26.23,109.13,Leucobryaceae,Leucobryum,
632,gbif,4044627076,http://www.nsii.org.cn/2017/specimen.php?id=14932406,China,26.5,107.58,Leucobryaceae,Leucobryum,
633,gbif,4044627075,http://nsii.org.cn/2017/specimen.php?id=14932192,China,28.55,107.43,Leucobryaceae,Leucobryum,
634,gbif,4044627074,http://nsii.org.cn/2017/specimen.php?id=14932181,China,28.55,107.43,Leucobryaceae,Leucobryum,
635,gbif,4044627073,http://www.nsii.org.cn/2017/specimen.php?id=14932093,China,27.52,108.23,Leucobryaceae,Leucobryum,
636,gbif,4044627072,http://www.nsii.org.cn/2017/specimen.php?id=14932060,China,28.55,107.43,Leucobryaceae,Leucobryum,
637,gbif,4044613745,http://www.nsii.org.cn/2017/specimen.php?id=14932398,China,28.32,106.22,Leucobryaceae,Leucobryum,
638,gbif,4044613744,http://www.nsii.org.cn/2017/specimen.php?id=14932376,China,27.93,108.25,Leucobryaceae,Leucobryum,
639,gbif,4044613743,http://www.nsii.org.cn/2017/specimen.php?id=14932343,China,27.52,108.23,Leucobryaceae,Leucobryum,
640,gbif,4044613742,http://www.nsii.org.cn/2017/specimen.php?id=14932332,China,25.83,107.53,Leucobryaceae,Leucobryum,
641,gbif,4044613741,http://www.nsii.org.cn/2017/specimen.php?id=14932233,China,27.52,108.23,Leucobryaceae,Leucobryum,
642,gbif,4044613740,http://nsii.org.cn/2017/specimen.php?id=14932189,China,28.55,107.43,Leucobryaceae,Leucobryum,
643,gbif,4044613739,http://www.nsii.org.cn/2017/specimen.php?id=14932112,China,27.52,108.23,Leucobryaceae,Leucobryum,
644,gbif,4044613738,http://www.nsii.org.cn/2017/specimen.php?id=14932057,China,26.67,108.32,Leucobryaceae,Leucobryum,
645,gbif,4043960735,http://nsii.org.cn/2017/specimen.php?id=18395708,China,21.48,101.57,Leucobryaceae,Leucobryum,
646,gbif,4043935134,http://nsii.org.cn/2017/specimen.php?id=18395710,China,21.48,101.57,Leucobryaceae,Leucobryum,
647,gbif,4043922320,http://nsii.org.cn/2017/specimen.php?id=18395714,China,21.48,101.57,Leucobryaceae,Leucobryum,
648,gbif,4043922319,http://nsii.org.cn/2017/specimen.php?id=18395703,China,21.48,101.57,Leucobryaceae,Leucobryum,
649,gbif,4043916471,http://nsii.org.cn/2017/specimen.php?id=18395716,China,21.48,101.57,Leucobryaceae,Leucobryum,
650,gbif,4043916470,http://nsii.org.cn/2017/specimen.php?id=18395705,China,21.48,101.57,Leucobryaceae,Leucobryum,
651,gbif,4043904961,http://nsii.org.cn/2017/specimen.php?id=18395715,China,21.48,101.57,Leucobryaceae,Leucobryum,
652,gbif,4043904960,http://nsii.org.cn/2017/specimen.php?id=18395704,China,21.48,101.57,Leucobryaceae,Leucobryum,
653,gbif,4043895315,http://nsii.org.cn/2017/specimen.php?id=17721619,China,30.53,119.97,Leucobryaceae,Leucobryum,
654,gbif,4043895314,http://nsii.org.cn/2017/specimen.php?id=17721608,China,31.35,119.82,Leucobryaceae,Leucobryum,
655,gbif,4043887827,http://nsii.org.cn/2017/specimen.php?id=17721605,China,31.35,119.82,Leucobryaceae,Leucobryum,
656,gbif,4043860603,http://nsii.org.cn/2017/specimen.php?id=17721620,China,30.53,119.97,Leucobryaceae,Leucobryum,
657,gbif,4043822175,http://nsii.org.cn/2017/specimen.php?id=16959783,China,29.68,115.98,Leucobryaceae,Leucobryum,
658,gbif,4043822174,http://nsii.org.cn/2017/specimen.php?id=16959772,China,29.6,106.57,Leucobryaceae,Leucobryum,
659,gbif,4043819759,http://nsii.org.cn/2017/specimen.php?id=16959831,China,31.35,119.82,Leucobryaceae,Leucobryum,
660,gbif,4043819758,http://nsii.org.cn/2017/specimen.php?id=16959787,China,29.68,115.98,Leucobryaceae,Leucobryum,
661,gbif,4043819757,http://nsii.org.cn/2017/specimen.php?id=16959776,China,29.68,115.98,Leucobryaceae,Leucobryum,
662,gbif,4043819756,http://www.nsii.org.cn/2017/specimen.php?id=16959743,China,47.31,130.28,Leucobryaceae,Leucobryum,
663,gbif,4043813826,http://www.nsii.org.cn/2017/specimen.php?id=16959829,China,30.3,118.13,Leucobryaceae,Leucobryum,
664,gbif,4043813825,http://nsii.org.cn/2017/specimen.php?id=16959780,China,29.68,115.98,Leucobryaceae,Leucobryum,
665,gbif,4043809148,http://nsii.org.cn/2017/specimen.php?id=16959784,China,29.68,115.98,Leucobryaceae,Leucobryum,
666,gbif,4043809147,http://nsii.org.cn/2017/specimen.php?id=16959773,China,29.68,115.98,Leucobryaceae,Leucobryum,
667,gbif,4043809146,http://nsii.org.cn/2017/specimen.php?id=16959751,China,23.55,113.58,Leucobryaceae,Leucobryum,
668,gbif,4043788112,http://www.nsii.org.cn/2017/specimen.php?id=16977404,China,29.6,103.48,Leucobryaceae,Leucobryum,
669,gbif,4043787889,http://nsii.org.cn/2017/specimen.php?id=16959727,China,29.8,106.4,Leucobryaceae,Leucobryum,
670,gbif,4043705767,http://nsii.org.cn/2017/specimen.php?id=16166956,China,30.3,109.47,Leucobryaceae,Leucobryum,
671,gbif,4043665795,http://nsii.org.cn/2017/specimen.php?id=15722915,China,22.7,100.86,Leucobryaceae,Leucobryum,
672,gbif,4043665794,http://nsii.org.cn/2017/specimen.php?id=15722904,China,22.7,100.86,Leucobryaceae,Leucobryum,
673,gbif,4043658702,http://nsii.org.cn/2017/specimen.php?id=15722908,China,21.97,100.45,Leucobryaceae,Leucobryum,
674,gbif,4043634737,http://nsii.org.cn/2017/specimen.php?id=15769093,China,22.15,107.98,Leucobryaceae,Leucobryum,
675,gbif,4043634250,http://www.nsii.org.cn/2017/specimen.php?id=15572149,China,35.58,109.84,Leucobryaceae,Leucobryum,
676,gbif,4043634249,http://www.nsii.org.cn/2017/specimen.php?id=15572138,China,35.58,109.84,Leucobryaceae,Leucobryum,
677,gbif,4043632411,http://nsii.org.cn/2017/specimen.php?id=15722896,China,21.97,100.45,Leucobryaceae,Leucobryum,
678,gbif,4043632406,http://www.nsii.org.cn/2017/specimen.php?id=15721653,China,32.1,114.12,Leucobryaceae,Leucobryum,
679,gbif,4043630904,http://nsii.org.cn/2017/specimen.php?id=15722916,China,22.7,100.86,Leucobryaceae,Leucobryum,
680,gbif,4043630903,http://nsii.org.cn/2017/specimen.php?id=15722905,China,21.97,100.45,Leucobryaceae,Leucobryum,
681,gbif,4043627169,http://www.nsii.org.cn/2017/specimen.php?id=15572181,China,35.58,109.84,Leucobryaceae,Leucobryum,
682,gbif,4043620189,http://www.nsii.org.cn/2017/specimen.php?id=15721655,China,32.1,114.12,Leucobryaceae,Leucobryum,
683,gbif,4043620141,http://nsii.org.cn/2017/specimen.php?id=15718592,China,23.17,112.57,Leucobryaceae,Leucobryum,
684,gbif,4043619990,http://nsii.org.cn/2017/specimen.php?id=15708142,China,28.08,119.13,Leucobryaceae,Leucobryum,
685,gbif,4043619989,http://nsii.org.cn/2017/specimen.php?id=15708120,China,27.92,116.77,Leucobryaceae,Leucobryum,
686,gbif,4043619988,http://www.nsii.org.cn/2017/specimen.php?id=15708087,China,29.68,115.98,Leucobryaceae,Leucobryum,
687,gbif,4043619987,http://nsii.org.cn/2017/specimen.php?id=15708076,China,27.92,116.77,Leucobryaceae,Leucobryum,
688,gbif,4043619897,http://nsii.org.cn/2017/specimen.php?id=15701756,China,23.03,112.45,Leucobryaceae,Leucobryum,
689,gbif,4043619896,http://nsii.org.cn/2017/specimen.php?id=15701701,China,29.33,95.33,Leucobryaceae,Leucobryum,
690,gbif,4043619267,http://www.nsii.org.cn/2017/specimen.php?id=15721647,China,32.1,114.12,Leucobryaceae,Leucobryum,
691,gbif,4043619075,http://nsii.org.cn/2017/specimen.php?id=15708189,China,27.92,116.77,Leucobryaceae,Leucobryum,
692,gbif,4043619074,http://nsii.org.cn/2017/specimen.php?id=15708178,China,28.08,119.13,Leucobryaceae,Leucobryum,
693,gbif,4043619073,http://nsii.org.cn/2017/specimen.php?id=15708156,China,27.92,116.77,Leucobryaceae,Leucobryum,
694,gbif,4043619072,http://nsii.org.cn/2017/specimen.php?id=15708145,China,28.08,119.13,Leucobryaceae,Leucobryum,
695,gbif,4043619071,http://www.nsii.org.cn/2017/specimen.php?id=15708123,China,30.3,118.13,Leucobryaceae,Leucobryum,
696,gbif,4043619070,http://www.nsii.org.cn/2017/specimen.php?id=15708101,China,30.3,118.13,Leucobryaceae,Leucobryum,
697,gbif,4043619069,http://nsii.org.cn/2017/specimen.php?id=15708079,China,28.55,115.93,Leucobryaceae,Leucobryum,
698,gbif,4043619068,http://www.nsii.org.cn/2017/specimen.php?id=15708068,China,29.68,115.98,Leucobryaceae,Leucobryum,
699,gbif,4043618975,http://www.nsii.org.cn/2017/specimen.php?id=15701748,China,27.23,112.87,Leucobryaceae,Leucobryum,
700,gbif,4043618195,http://www.nsii.org.cn/2017/specimen.php?id=15708173,China,29.68,115.98,Leucobryaceae,Leucobryum,
701,gbif,4043618194,http://www.nsii.org.cn/2017/specimen.php?id=15708085,China,29.68,115.98,Leucobryaceae,Leucobryum,
702,gbif,4043618193,http://nsii.org.cn/2017/specimen.php?id=15708074,China,28.55,115.93,Leucobryaceae,Leucobryum,
703,gbif,4043618192,http://nsii.org.cn/2017/specimen.php?id=15708063,China,28.08,119.13,Leucobryaceae,Leucobryum,
704,gbif,4043618088,http://nsii.org.cn/2017/specimen.php?id=15701677,China,25.98,113.23,Leucobryaceae,Leucobryum,
705,gbif,4043615362,http://nsii.org.cn/2017/specimen.php?id=15572106,China,27.37,117.48,Leucobryaceae,Leucobryum,
706,gbif,4043605574,http://nsii.org.cn/2017/specimen.php?id=15076742,China,18.78,109.52,Leucobryaceae,Leucobryum,
707,gbif,4043605201,http://www.nsii.org.cn/2017/specimen.php?id=15635228,China,29.35,110.53,Leucobryaceae,Leucobryum,
708,gbif,4043604572,http://nsii.org.cn/2017/specimen.php?id=15572242,China,29.68,115.98,Leucobryaceae,Leucobryum,
709,gbif,4043604562,http://nsii.org.cn/2017/specimen.php?id=15572088,China,27.37,117.48,Leucobryaceae,Leucobryum,
710,gbif,4043597634,http://nsii.org.cn/2017/specimen.php?id=15076779,China,29.68,115.98,Leucobryaceae,Leucobryum,
711,gbif,4043591814,http://www.nsii.org.cn/2017/specimen.php?id=15721654,China,32.1,114.12,Leucobryaceae,Leucobryum,
712,gbif,4043591764,http://nsii.org.cn/2017/specimen.php?id=15718591,China,28.27,103.57,Leucobryaceae,Leucobryum,
713,gbif,4043591609,http://nsii.org.cn/2017/specimen.php?id=15708185,China,28.55,115.93,Leucobryaceae,Leucobryum,
714,gbif,4043591608,http://www.nsii.org.cn/2017/specimen.php?id=15708174,China,29.68,115.98,Leucobryaceae,Leucobryum,
715,gbif,4043591607,http://nsii.org.cn/2017/specimen.php?id=15708075,China,28.55,115.93,Leucobryaceae,Leucobryum,
716,gbif,4043591501,http://www.nsii.org.cn/2017/specimen.php?id=15701755,China,30.3,118.13,Leucobryaceae,Leucobryum,
717,gbif,4043591500,http://www.nsii.org.cn/2017/specimen.php?id=15701733,China,18.78,109.52,Leucobryaceae,Leucobryum,
718,gbif,4043591499,http://nsii.org.cn/2017/specimen.php?id=15701678,China,29.33,95.33,Leucobryaceae,Leucobryum,
719,gbif,4043582343,http://www.nsii.org.cn/2017/specimen.php?id=14932432,China,27.77,107.48,Leucobryaceae,Leucobryum,
720,gbif,4043582342,http://www.nsii.org.cn/2017/specimen.php?id=14932377,China,27.93,108.25,Leucobryaceae,Leucobryum,
721,gbif,4043582341,http://www.nsii.org.cn/2017/specimen.php?id=14932344,China,26.78,105.38,Leucobryaceae,Leucobryum,
722,gbif,4043582340,http://www.nsii.org.cn/2017/specimen.php?id=14932300,China,25.83,107.53,Leucobryaceae,Leucobryum,
723,gbif,4043582339,http://www.nsii.org.cn/2017/specimen.php?id=14932168,China,26.78,105.38,Leucobryaceae,Leucobryum,
724,gbif,4043582338,http://www.nsii.org.cn/2017/specimen.php?id=14932157,China,26.67,105.77,Leucobryaceae,Leucobryum,
725,gbif,4043575247,http://nsii.org.cn/2017/specimen.php?id=14932472,China,26.23,109.13,Leucobryaceae,Leucobryum,
726,gbif,4043575246,http://www.nsii.org.cn/2017/specimen.php?id=14932450,China,26.23,109.13,Leucobryaceae,Leucobryum,
727,gbif,4043575245,http://www.nsii.org.cn/2017/specimen.php?id=14932384,China,25.83,107.53,Leucobryaceae,Leucobryum,
728,gbif,4043575244,http://www.nsii.org.cn/2017/specimen.php?id=14932340,China,26.78,105.38,Leucobryaceae,Leucobryum,
729,gbif,4043575243,http://www.nsii.org.cn/2017/specimen.php?id=14932274,China,27.52,108.23,Leucobryaceae,Leucobryum,
730,gbif,4043575242,http://www.nsii.org.cn/2017/specimen.php?id=14932241,China,27.52,108.23,Leucobryaceae,Leucobryum,
731,gbif,4043575241,http://www.nsii.org.cn/2017/specimen.php?id=14932230,China,26.5,107.58,Leucobryaceae,Leucobryum,
732,gbif,4043575240,http://www.nsii.org.cn/2017/specimen.php?id=14932164,China,26.78,105.38,Leucobryaceae,Leucobryum,
733,gbif,4043575239,http://www.nsii.org.cn/2017/specimen.php?id=14932142,China,26.23,109.13,Leucobryaceae,Leucobryum,
734,gbif,4043575238,http://www.nsii.org.cn/2017/specimen.php?id=14932131,China,27.77,107.48,Leucobryaceae,Leucobryum,
735,gbif,4043569729,http://nsii.org.cn/2017/specimen.php?id=15076743,China,18.78,109.52,Leucobryaceae,Leucobryum,
736,gbif,4043562873,http://www.nsii.org.cn/2017/specimen.php?id=15076780,China,35.58,109.84,Leucobryaceae,Leucobryum,
737,gbif,4043561247,http://nsii.org.cn/2017/specimen.php?id=15572263,China,29.68,115.98,Leucobryaceae,Leucobryum,
738,gbif,4043561246,http://nsii.org.cn/2017/specimen.php?id=15572252,China,29.68,115.98,Leucobryaceae,Leucobryum,
739,gbif,4043557928,http://www.nsii.org.cn/2017/specimen.php?id=15076750,China,18.78,109.52,Leucobryaceae,Leucobryum,
740,gbif,4043556226,http://nsii.org.cn/2017/specimen.php?id=15076618,China,30.3,109.47,Leucobryaceae,Leucobryum,
741,gbif,4043554433,http://www.nsii.org.cn/2017/specimen.php?id=14932451,China,25.83,107.53,Leucobryaceae,Leucobryum,
742,gbif,4043554432,http://www.nsii.org.cn/2017/specimen.php?id=14932440,China,25.75,108.9,Leucobryaceae,Leucobryum,
743,gbif,4043554431,http://www.nsii.org.cn/2017/specimen.php?id=14932385,China,25.83,107.53,Leucobryaceae,Leucobryum,
744,gbif,4043554430,http://www.nsii.org.cn/2017/specimen.php?id=14932374,China,27.93,108.25,Leucobryaceae,Leucobryum,
745,gbif,4043554428,http://www.nsii.org.cn/2017/specimen.php?id=14932154,China,28.32,106.22,Leucobryaceae,Leucobryum,
746,gbif,4043554427,http://www.nsii.org.cn/2017/specimen.php?id=14932110,China,26.78,105.38,Leucobryaceae,Leucobryum,
747,gbif,4043554426,http://www.nsii.org.cn/2017/specimen.php?id=14932066,China,26.5,107.58,Leucobryaceae,Leucobryum,
748,gbif,4043554425,http://www.nsii.org.cn/2017/specimen.php?id=14932044,China,28.57,108.5,Leucobryaceae,Leucobryum,
749,gbif,4043547598,http://www.nsii.org.cn/2017/specimen.php?id=14932427,China,26.23,109.13,Leucobryaceae,Leucobryum,
750,gbif,4043547597,http://www.nsii.org.cn/2017/specimen.php?id=14932416,China,28.32,106.22,Leucobryaceae,Leucobryum,
751,gbif,4043547596,http://www.nsii.org.cn/2017/specimen.php?id=14932405,China,28.58,105.7,Leucobryaceae,Leucobryum,
752,gbif,4043547595,http://www.nsii.org.cn/2017/specimen.php?id=14932339,China,26.78,105.38,Leucobryaceae,Leucobryum,
753,gbif,4043547594,http://www.nsii.org.cn/2017/specimen.php?id=14932328,China,27.52,108.23,Leucobryaceae,Leucobryum,
754,gbif,4043547593,http://www.nsii.org.cn/2017/specimen.php?id=14932306,China,25.83,107.53,Leucobryaceae,Leucobryum,
755,gbif,4043541941,http://www.nsii.org.cn/2017/specimen.php?id=14932447,China,25.75,108.9,Leucobryaceae,Leucobryum,
756,gbif,4043541940,http://www.nsii.org.cn/2017/specimen.php?id=14932403,China,28.32,106.22,Leucobryaceae,Leucobryum,
757,gbif,4043541939,http://www.nsii.org.cn/2017/specimen.php?id=14932205,China,28.88,107.6,Leucobryaceae,Leucobryum,
758,gbif,4043541938,http://www.nsii.org.cn/2017/specimen.php?id=14932128,China,27.77,107.48,Leucobryaceae,Leucobryum,
759,gbif,4043541937,http://www.nsii.org.cn/2017/specimen.php?id=14932106,China,27.52,108.23,Leucobryaceae,Leucobryum,
760,gbif,4043540611,http://www.nsii.org.cn/2017/specimen.php?id=14932392,China,25.38,105.65,Leucobryaceae,Leucobryum,
761,gbif,4043540610,http://www.nsii.org.cn/2017/specimen.php?id=14932381,China,25.83,107.53,Leucobryaceae,Leucobryum,
762,gbif,4043540609,http://www.nsii.org.cn/2017/specimen.php?id=14932370,China,25.42,107.88,Leucobryaceae,Leucobryum,
763,gbif,4043540608,http://www.nsii.org.cn/2017/specimen.php?id=14932095,China,27.52,108.23,Leucobryaceae,Leucobryum,
764,gbif,4043530638,http://www.nsii.org.cn/2017/specimen.php?id=15076619,China,30.3,118.13,Leucobryaceae,Leucobryum,
765,gbif,4043513308,http://www.nsii.org.cn/2017/specimen.php?id=14932437,China,25.93,108.52,Leucobryaceae,Leucobryum,
766,gbif,4043513307,http://www.nsii.org.cn/2017/specimen.php?id=14932426,China,25.75,108.9,Leucobryaceae,Leucobryum,
767,gbif,4043513306,http://www.nsii.org.cn/2017/specimen.php?id=14932404,China,28.58,105.7,Leucobryaceae,Leucobryum,
768,gbif,4043513305,http://www.nsii.org.cn/2017/specimen.php?id=14932338,China,26.78,105.38,Leucobryaceae,Leucobryum,
769,gbif,4043513304,http://www.nsii.org.cn/2017/specimen.php?id=14932327,China,27.52,108.23,Leucobryaceae,Leucobryum,
770,gbif,4043513303,http://www.nsii.org.cn/2017/specimen.php?id=14932239,China,26.78,105.38,Leucobryaceae,Leucobryum,
771,gbif,4043513302,http://www.nsii.org.cn/2017/specimen.php?id=14932228,China,26.5,107.58,Leucobryaceae,Leucobryum,
772,gbif,4043107460,http://nsii.org.cn/2017/specimen.php?id=2614799,China,22.15,107.98,Leucobryaceae,Leucobryum,
773,gbif,4042930478,http://nsii.org.cn/2017/specimen.php?id=15635346,Cambodia,11.11,103.24,Leucobryaceae,Leucobryum,
774,gbif,4042930477,http://nsii.org.cn/2017/specimen.php?id=15635335,Cambodia,12.22,107.19,Leucobryaceae,Leucobryum,
775,gbif,4042903619,http://nsii.org.cn/2017/specimen.php?id=15635347,Cambodia,11.13,103.5,Leucobryaceae,Leucobryum,
776,gbif,4042903618,http://nsii.org.cn/2017/specimen.php?id=15635336,Cambodia,12.31,107.09,Leucobryaceae,Leucobryum,
777,gbif,4042747904,http://nsii.org.cn/2017/specimen.php?id=15645429,Philippines,,,Leucobryaceae,Leucobryum,
